taxiid,tripid,avspeed,distance,duration
20000483,417479,29.3707355,2070.125261,240
20000353,418849,29.35146662,5363.707548,645
20000065,418674,29.30422184,9238.654261,1140
20000395,418799,29.30402168,4760.609743,570
20000153,419939,29.27878306,11230.76944,1365
20000154,419087,29.25461789,5481.617603,660
20000273,417399,29.24717333,5376.194646,660
20000171,418657,29.23999483,6346.432676,780
20000503,418151,29.22127084,9936.058028,1215
20000239,418661,29.20964993,1943.608288,225
20000436,417343,29.19527254,2916.235389,345
20000046,419790,29.18803526,5995.062589,735
20000649,418336,29.16706814,7071.932033,870
20000215,419017,29.14216709,4174.876055,510
20000073,417788,29.13131847,2669.785533,315
20000054,417801,29.08435164,2136.293027,255
20000197,417282,29.07430314,3029.81251,360
20000684,417477,29.07364455,5447.205339,660
20000126,418991,29.07111975,5797.215321,705
20000388,418717,29.06057023,1593.862209,195
20000192,419021,29.03329533,5083.510986,615
20000151,418962,29.02210568,2883.716614,360
20000075,419959,29.00626042,11245.89369,1380
20000260,419134,28.96712567,3168.185104,390
20000603,419910,28.94768065,6280.713291,765
20000488,417623,28.9412877,1568.221425,180
20000137,419670,28.936777,4441.707321,555
20000446,417704,28.92780892,5718.756177,705
20000601,417317,28.91966385,2169.596134,255
20000073,418284,28.91495348,3931.791886,480
20000230,418128,28.91177029,4234.86871,540
20000676,419669,28.89339127,5714.421406,705
20000360,418403,28.85841499,2749.86064,330
20000574,419387,28.83777881,2037.088863,240
20000031,418559,28.82076041,7451.224129,915
20000454,419483,28.79795608,5603.605498,690
20000116,417994,28.73608572,3958.925174,480
20000463,418019,28.73451005,4174.158748,510
20000154,417372,28.72979146,6464.266331,795
20000514,419378,28.71974351,6928.626405,855
20000055,419664,28.71121677,3957.115728,480
20000359,418815,28.70292651,3575.072654,435
20000541,418430,28.6983826,5963.462548,735
20000361,419070,28.68830068,5874.568646,735
20000089,419556,28.67756126,3393.992124,420
20000384,418425,28.66058037,8333.642371,1035
20000018,418984,28.65199067,3540.632119,435
20000144,417909,28.6462485,1251.619405,150
20000260,417972,28.58459592,5147.815942,645
20000591,419110,28.5656529,7714.613659,960
20000517,419787,28.56407517,2471.349939,300
20000254,417586,28.56094976,2145.398795,270
20000197,417525,28.55324315,3687.587871,450
20000372,419721,28.53970162,3809.098898,465
20000434,419181,28.53647444,8566.424153,1065
20000523,418961,28.51889921,2246.101169,270
20000504,419512,28.51577345,4176.766112,525
20000419,418416,28.51198435,2138.287892,255
20000153,419174,28.49500949,3798.678959,465
20000460,419194,28.48771093,10567.53286,1320
20000431,417316,28.45344488,2086.981442,270
20000337,417421,28.40911302,1503.616788,180
20000305,417156,28.40025466,5204.851286,645
20000285,417284,28.37510349,10051.10335,1260
20000436,419763,28.3712052,6459.861879,810
20000431,417389,28.35585047,4434.752456,555
20000408,419295,28.34874048,6450.771834,810
20000073,418654,28.32370974,1561.499455,210
20000152,417783,28.31938662,3541.35386,435
20000197,418109,28.31088083,10534.88296,1335
20000476,419933,28.26709003,5875.338486,735
20000476,417422,28.26157275,966.8688781,120
20000107,418994,28.19527789,4126.253457,525
20000112,418200,28.14963192,10082.08781,1275
20000557,418429,28.10591752,1703.869629,210
20000233,417672,28.08413117,6087.746288,765
20000010,419002,28.07213463,5497.609073,690
20000557,418734,28.05414835,2455.197825,300
20000393,418833,28.05293936,10645.7729,1350
20000476,418670,28.0267385,11688.04081,1485
20000173,418001,28.01468252,9202.24158,1170
20000678,417919,27.98705437,3264.771071,405
20000174,419507,27.98552573,7119.964512,900
20000243,419558,27.96987108,5821.541073,735
20000285,417418,27.92063009,8263.515488,1050
20000280,419038,27.91825783,4764.393604,600
20000002,419454,27.88925439,3979.219399,525
20000431,419469,27.8760936,6942.588347,885
20000430,419129,27.83140547,3123.053388,390
20000002,418254,27.82946995,1694.554229,225
20000100,418173,27.81290245,8677.012948,1110
20000004,419892,27.80656224,2352.838419,300
20000092,418863,27.80574009,5447.811291,705
20000398,417925,27.79995321,10659.53898,1380
20000154,418676,27.77353547,2097.429477,285
20000152,419786,27.75061182,2517.144976,315
20000476,417353,27.7209827,2395.474881,330
20000338,419306,27.71367659,7383.497178,945
20000192,419385,27.67837668,6352.169358,810
20000243,419170,27.67675043,5885.24493,750
20000269,417433,27.6447619,442.4212782,60
20000419,419386,27.64189427,2070.251822,255
20000157,418773,27.63984183,9802.963648,1260
20000199,417947,27.63603992,2534.458538,315
20000360,417248,27.61611602,4733.735109,615
20000632,417721,27.6048744,5718.437678,735
20000138,417945,27.5999124,4253.861106,540
20000648,417309,27.58571896,5522.668056,705
20000111,419966,27.53793012,4584.975749,585
20000251,419420,27.53299537,3581.171992,465
20000391,419582,27.52478514,5167.784261,660
20000389,419318,27.51214131,4124.190969,540
20000370,417275,27.50532976,1491.377542,180
20000066,417597,27.50166027,3739.130551,480
20000662,417232,27.49415083,4552.400402,585
20000481,419988,27.48786616,3078.692157,390
20000140,417784,27.45476413,3236.832612,420
20000497,417702,27.45360916,3313.955554,420
20000667,419400,27.41897455,5606.400244,720
20000089,418206,27.41208681,3821.073064,495
20000001,418770,27.39436556,3368.855359,450
20000453,418793,27.37839793,4089.072305,525
20000249,417381,27.3671316,2040.234214,255
20000151,418334,27.36402175,5607.877253,735
20000023,418114,27.33021773,5588.046479,720
20000171,417988,27.32580969,1914.107653,240
20000406,419200,27.31514318,4842.459689,630
20000367,418138,27.25830429,6928.756929,900
20000662,419527,27.21251891,7467.345861,975
20000484,417757,27.20804842,3482.382533,450
20000346,418032,27.14160093,3685.203856,480
20000242,419003,27.12654229,5129.540931,675
20000188,417697,27.12137522,6783.89664,885
20000023,417455,27.11504993,3735.196443,480
20000089,418469,27.11142574,467.3923717,60
20000163,419046,27.111126,3318.848618,510
20000480,419227,27.10240234,2141.02308,285
20000370,418624,27.09506289,10814.34686,1425
20000359,418066,27.08178715,3039.346264,390
20000607,419578,27.07355592,9597.711788,1260
20000360,419793,27.0221085,5794.750424,765
20000616,417520,27.0040551,4835.463807,630
20000486,417437,26.99154787,1415.621815,180
20000452,419637,26.97448125,3436.776272,465
20000601,417266,26.9367917,5083.939494,675
20000269,417180,26.91707161,2419.39094,315
20000601,417218,26.88503217,3181.903807,420
20000557,418217,26.8225069,3732.290941,495
20000421,417803,26.82149459,8045.522703,1065
20000372,418268,26.8161603,39997.26442,5355
20000467,418571,26.80347974,5928.536191,780
20000032,419585,26.80134231,2001.723669,255
20000066,419341,26.79246259,4020.997219,525
20000269,417257,26.77395563,980.6282915,150
20000611,418762,26.77018332,1650.846189,210
20000675,419075,26.76414798,6027.803218,795
20000031,417452,26.72522824,5770.301004,780
20000273,417423,26.71253674,1547.391149,225
20000184,418342,26.6278761,10225.25339,1380
20000195,417826,26.61375988,2550.322288,330
20000633,418330,26.60799773,12197.68936,1635
20000222,419890,26.6042846,7599.961748,1020
20000662,419252,26.59507828,7629.36688,1020
20000678,417406,26.59476206,3101.298193,405
20000678,417370,26.56507581,3096.584159,405
20000609,418871,26.51456794,51921.20094,7035
20000621,417662,26.50989953,1060.346951,150
20000600,417361,26.47146346,2416.985741,315
20000574,419136,26.47096264,1431.304655,180
20000002,418517,26.45435427,5351.28105,720
20000307,417961,26.45192819,3641.513814,480
20000547,418316,26.43199343,9684.269054,1305
20000372,417556,26.42950715,4844.942782,645
20000108,419272,26.42811988,8907.092475,1200
20000197,418567,26.42611638,4068.668647,540
20000517,417621,26.4102158,6500.998935,870
20000007,417689,26.40517276,8024.318459,1080
20000525,418343,26.38804647,7585.331449,1020
20000454,417782,26.37278194,978.3769589,120
20000015,418751,26.31755015,4389.212625,585
20000104,419011,26.29772706,3880.51988,525
20000320,419928,26.28938307,4597.816251,615
20000328,417247,26.26405415,4856.302825,660
20000383,418394,26.22696857,7100.914629,960
20000540,417668,26.20546391,3935.969329,525
20000038,419043,26.19434487,7559.050444,1035
20000328,419712,26.18922536,11351.20464,1545
20000128,418492,26.17520398,6879.554254,930
20000201,418718,26.17446459,3056.626189,405
20000653,419392,26.16463543,1419.756979,180
20000561,417228,26.16243615,1519.693639,195
20000159,418827,26.16189061,10476.30562,1425
20000179,417402,26.14779296,10156.12141,1395
20000222,418652,26.1163684,9364.620367,1275
20000332,417785,26.11115147,9845.303399,1365
20000235,419940,26.10189057,5113.307835,690
20000296,419107,26.07139274,4782.478228,645
20000651,419908,26.04663409,2932.642711,390
20000156,418755,26.02895727,6071.546198,840
20000192,419142,26.02374051,2678.28977,360
20000454,418441,25.98781199,2423.978851,330
20000633,419198,25.97476758,11524.83537,1590
20000167,419606,25.97170426,5494.412811,750
20000042,417499,25.94972311,5619.293553,765
20000136,417933,25.93205263,18466.34264,2550
20000674,419032,25.92229286,4540.827089,615
20000612,418658,25.91882121,5407.056515,735
20000381,418262,25.88101199,2912.097209,390
20000695,418872,25.87618039,3452.050461,465
20000332,418079,25.85931353,7378.871794,1020
20000249,418834,25.82544685,8825.349166,1215
20000901,419158,25.80376583,3222.503516,435
20000458,419634,25.79892918,2581.210289,345
20000153,418881,25.76996156,972.9599873,135
20000449,419257,25.75645063,3970.930856,540
20000280,419403,25.72034483,3968.695921,540
20000370,417867,25.67832894,4553.276974,645
20000508,418376,25.66849979,2568.358178,345
20000140,419734,25.66231927,4898.825388,675
20000383,418817,25.64269989,2770.964058,375
20000520,419738,25.6104884,5213.945933,735
20000514,419501,25.58357552,5219.551045,720
20000188,419427,25.56073883,5756.657464,795
20000484,418868,25.54879994,15331.79334,2145
20000424,417501,25.54580697,3033.95173,435
20000578,417633,25.54421234,3729.498252,510
20000305,419222,25.53821671,13927.36365,1950
20000483,417596,25.50863663,1910.789398,255
20000308,417364,25.50147777,7436.404645,1035
20000472,418341,25.48965882,1476.464717,195
20000481,418753,25.4808907,4776.169808,660
20000561,417220,25.43948558,3496.912924,480
20000684,417446,25.43170631,4344.765774,600
20000172,419062,25.40976713,9113.374965,1275
20000285,417935,25.40642911,2623.06849,375
20000464,418719,25.40160385,1588.301894,210
20000126,418298,25.3938274,2683.882123,375
20000018,418354,25.37823471,2303.524352,315
20000049,417963,25.35875339,6763.677107,945
20000675,417373,25.32751537,4960.140527,690
20000010,418265,25.31692553,5063.766737,705
20000562,419161,25.2950168,1289.061368,195
20000296,418618,25.28951091,3051.978471,420
20000305,419709,25.28098877,2074.929147,285
20000116,418937,25.27547081,7231.909654,1020
20000166,418914,25.26739182,2510.16342,360
20000084,419057,25.25433261,5542.753711,780
20000499,418814,25.24003543,2727.729474,390
20000364,419633,25.23697415,6238.445528,885
20000247,418146,25.22335819,5675.436436,795
20000341,417698,25.2213149,3522.021378,510
20000541,419684,25.22064304,8519.179858,1200
20000032,418869,25.2102781,1809.021318,255
20000324,419726,25.20824762,5679.595171,795
20000077,419599,25.20356742,7262.942343,1050
20000206,419656,25.17633045,5076.224043,720
20000503,419005,25.15495289,3587.804457,525
20000682,419008,25.14678325,4885.563293,705
20000543,418108,25.14090503,1979.271504,270
20000295,419536,25.12519738,2608.664444,360
20000167,419785,25.10160435,5375.33838,765
20000286,417708,25.08101108,2929.548176,405
20000269,419176,25.06352278,2787.504927,390
20000482,419996,25.06341074,7522.258758,1065
20000002,418413,25.04618002,2361.169663,330
20000295,419607,25.04382728,1397.608574,195
20000128,419317,25.04346337,1978.338705,270
20000037,417249,25.03360529,9602.607224,1365
20000901,419605,25.02879503,3417.588073,480
20000571,419156,24.99797695,10327.28146,1470
20000367,418315,24.99003056,6771.141512,960
20000307,418123,24.98395548,6767.689287,960
20000066,419640,24.89559847,4245.167177,600
20000463,418854,24.89012954,4703.756375,675
20000640,419285,24.88022668,4011.31046,570
20000331,417582,24.87878232,2801.650646,390
20000153,417286,24.87392066,5285.591716,750
20000600,417338,24.86621942,2577.339751,360
20000077,419657,24.86059763,1763.505024,240
20000189,417581,24.85831309,4665.303168,660
20000154,419244,24.84756826,2268.822521,315
20000436,418393,24.84396669,5032.479971,720
20000261,417870,24.80186129,7213.662918,1035
20000431,418622,24.78713333,7324.512993,1050
20000111,418922,24.78042118,5789.113076,825
20000504,419769,24.77877543,3198.943072,450
20000308,419432,24.75991728,1981.830113,285
20000010,419756,24.74343203,2898.102629,420
20000678,419192,24.73433833,7938.902648,1140
20000179,417254,24.70260837,3189.053886,450
20000233,417398,24.69525026,7927.590395,1140
20000129,419857,24.67258405,4844.869096,870
20000058,418442,24.66295205,6987.487851,1005
20000041,418484,24.64091704,12948.90982,1890
20000572,418861,24.62128952,6466.085233,930
20000297,419936,24.59687551,16503.68847,2400
20000206,419993,24.59608632,7279.182562,1050
20000353,417869,24.59014741,2352.646025,330
20000233,419741,24.55976806,3979.711489,570
20000042,417295,24.5326217,5474.187843,795
20000276,418100,24.52341659,3386.684125,495
20000195,417701,24.50746116,3547.738295,510
20000902,419776,24.50254981,4997.219475,720
20000261,419500,24.49083211,6224.571051,900
20000565,417859,24.48916045,6426.175377,930
20000326,418505,24.47320338,10911.38898,1590
20000330,418703,24.46245959,2128.701916,300
20000308,419027,24.45477266,2212.858461,315
20000389,417494,24.43975946,6211.786501,900
20000314,419235,24.43494727,1731.859538,240
20000136,419648,24.42071389,7026.247093,1020
20000269,417319,24.41298244,7031.403685,1035
20000242,418520,24.4083269,4366.980731,630
20000068,419095,24.40646119,4600.661051,675
20000192,417438,24.34849968,2639.695826,375
20000409,419767,24.34434717,2932.881304,420
20000001,418479,24.31299616,6526.533371,960
20000409,418768,24.30455862,1474.903375,225
20000632,417931,24.30112663,4676.935598,690
20000356,418338,24.2952211,2028.065412,285
20000066,419459,24.29252299,2024.439553,285
20000480,418143,24.28987924,11824.6773,1740
20000473,419899,24.28427435,9455.175334,1395
20000111,419711,24.28361716,5255.585238,765
20000678,417285,24.27415463,3124.063788,450
20000051,418950,24.26625699,6481.224518,945
20000101,417366,24.23716902,2020.15567,285
20000230,419566,24.21287257,6144.77716,900
20000430,418552,24.21217705,1615.110149,225
20000562,419692,24.20933649,8579.519829,1275
20000002,419932,24.1801593,4675.307333,720
20000332,417492,24.17400286,5432.838822,795
20000329,418853,24.15566787,0,0
20000601,417246,24.1507639,1511.796337,225
20000389,417884,24.12953232,4124.265433,600
20000400,419680,24.12781658,2793.599037,420
20000398,419714,24.11744351,5834.310193,855
20000621,417171,24.09715225,2810.99665,405
20000626,419446,24.09475055,3410.505331,510
20000602,417916,24.070566,3698.890193,540
20000617,419150,24.06202023,1887.520884,270
20000467,417953,24.05295976,2409.08328,345
20000653,417459,24.03577406,2405.199332,345
20000158,419652,24.00419885,3095.036515,450
20000476,417252,23.99470789,1695.66069,255
20000231,417204,23.99242732,2337.496401,345
20000370,419050,23.9814286,1884.092783,270
20000520,419969,23.96270915,4399.348079,645
20000499,419036,23.95013851,4396.537959,645
20000470,419366,23.94751362,2271.443102,330
20000328,419425,23.94098953,2692.200437,405
20000272,419792,23.93806616,4374.004803,645
20000107,418636,23.93220105,12633.93795,1890
20000395,418319,23.9214679,10289.51156,1545
20000480,419407,23.91985934,5747.965772,855
20000481,419478,23.91818808,2931.123637,435
20000467,418423,23.90388498,2910.820162,450
20000377,418958,23.89919954,5164.045362,765
20000216,419931,23.89099051,2897.196389,435
20000372,419456,23.88396163,11343.89709,1695
20000367,417532,23.86394178,7852.036125,1170
20000007,419388,23.85207127,5568.657563,825
20000507,418684,23.83247207,6680.274632,1035
20000395,419603,23.81717931,4958.423416,735
20000057,418144,23.81319229,761.286694,135
20000342,417786,23.80409928,2675.144002,390
20000180,418612,23.75648688,3966.445514,585
20000484,419777,23.74026525,3305.255439,495
20000483,419359,23.73793289,4355.080656,645
20000113,418404,23.70117622,2262.130275,330
20000216,419313,23.67080213,3587.659487,540
20000308,418137,23.670165,2079.135831,315
20000392,419539,23.63547818,10343.88618,1560
20000333,417808,23.63454604,2391.914903,360
20000517,419297,23.62645685,2209.022094,330
20000657,419929,23.62489655,5968.43159,900
20000615,419012,23.62233466,3397.367688,510
20000435,419894,23.60078389,1377.178047,195
20000054,418227,23.59585088,14166.78939,2145
20000326,419451,23.57492109,7366.994867,1110
20000400,418903,23.57105856,6127.567535,930
20000617,417300,23.54895139,4106.31461,615
20000154,418498,23.54817799,2778.912552,420
20000476,419541,23.54252543,3475.695571,525
20000603,419783,23.53619249,2353.321902,345
20000184,419759,23.53396736,1733.543153,270
20000517,419704,23.52809929,2353.328854,345
20000337,419977,23.52288425,3631.751053,540
20000446,418091,23.52246869,6618.531906,1005
20000686,417342,23.50987321,12475.04548,1920
20000153,418623,23.50975345,6165.616555,930
20000099,419132,23.48505386,5289.170844,795
20000506,419687,23.47474789,10688.36664,1635
20000598,419259,23.45304931,1932.818275,285
20000286,417595,23.41131807,1796.495535,270
20000325,419152,23.38576655,4467.384024,675
20000101,418060,23.35148139,1744.446416,255
20000226,419404,23.33853308,8459.146643,1290
20000285,419440,23.31825007,4463.144802,675
20000308,418765,23.31754303,7289.253978,1110
20000021,419330,23.31489931,5428.080039,825
20000309,419854,23.28520421,6211.873297,945
20000606,418205,23.27366369,5710.239929,870
20000042,418002,23.26575811,3786.05479,570
20000273,417355,23.26091387,695.2322036,105
20000389,419608,23.25429072,3037.514101,465
20000131,419984,23.24684067,3284.946487,495
20000467,419086,23.24592361,1521.408338,225
20000658,419486,23.24552248,4839.440604,750
20000487,419631,23.24037838,4251.051965,645
20000464,419797,23.22266594,3618.600248,570
20000083,418996,23.22092326,6673.929715,1020
20000506,418704,23.21605126,3873.449373,585
20000386,419195,23.21036087,4937.801459,750
20000597,419789,23.20651119,5325.90145,810
20000307,417351,23.19339575,8404.365384,1290
20000153,417750,23.17543003,5802.447061,885
20000625,418494,23.16924571,6078.888611,930
20000667,419203,23.16194579,1445.810485,210
20000446,417350,23.15647282,1721.828345,255
20000671,418308,23.15480482,4347.786467,660
20000346,418988,23.15152466,5007.088635,765
20000618,419824,23.148504,4928.884806,765
20000281,419363,23.13428657,6329.591781,975
20000460,417900,23.12697587,3955.576563,600
20000434,417798,23.12242961,2687.927152,420
20000144,419121,23.11936108,6466.187705,990
20000547,419495,23.1120183,525.8855259,90
20000502,418576,23.10988431,7517.655453,1155
20000492,419573,23.10988049,1211.154057,180
20000481,419778,23.08772514,3071.560952,465
20000359,417390,23.07878675,4135.848,630
20000188,418540,23.06805745,4989.473769,765
20000648,417392,23.06550605,3752.14925,585
20000515,417598,23.04111274,7670.28408,1185
20000120,417280,23.04085779,4022.011493,615
20000207,419934,23.03935613,2687.895321,405
20000658,419609,23.03519355,3705.009557,570
20000492,417476,23.00947572,4315.83768,660
20000557,417594,22.99393048,1435.082949,210
20000472,419665,22.99275763,4509.749133,690
20000608,419377,22.98051327,3441.264174,525
20000671,418933,22.97410802,1423.76761,225
20000389,419976,22.96826804,5353.242005,840
20000080,417602,22.9646229,2585.016304,390
20000285,418747,22.95227808,1233.908938,180
20000686,419398,22.95062476,6319.349774,975
20000483,419487,22.94306744,5474.000352,855
20000545,418683,22.939163,4968.633104,765
20000674,418279,22.93899347,7556.944681,1170
20000376,418568,22.93300696,10330.37408,1605
20000598,418659,22.92726763,4209.60748,645
20000333,417585,22.92640391,3819.523558,585
20000653,417211,22.90820153,3439.36222,525
20000126,419871,22.88107415,4988.187011,780
20000624,417314,22.86955094,3524.069607,540
20000001,419641,22.8654469,5732.834952,900
20000664,418086,22.85945684,9824.912918,1530
20000649,417983,22.85804819,5001.658131,780
20000269,418029,22.83227315,6010.095444,945
20000101,419479,22.82492511,4033.827344,645
20000398,419301,22.82346156,3713.764028,570
20000187,419982,22.78438927,3418.506892,525
20000377,418353,22.768725,3219.910722,495
20000669,418327,22.75289412,9586.572729,1500
20000617,419354,22.75274535,3984.585263,615
20000319,419412,22.73847374,3378.489428,525
20000450,417489,22.73533795,3492.870947,540
20000561,417737,22.70939878,5110.691946,795
20000015,417769,22.70670673,1886.571497,285
20000289,419746,22.70582278,6482.737504,1020
20000376,419266,22.70035354,470.8539343,60
20000179,417290,22.69824102,5965.777025,930
20000900,418735,22.6711298,2881.581964,465
20000672,418069,22.6536602,9824.516104,1545
20000321,419970,22.65163959,5195.838059,810
20000242,419328,22.63566241,3595.285469,570
20000451,419006,22.63546073,3555.089565,555
20000434,419628,22.61994303,2447.846265,390
20000476,417341,22.61302233,1053.963445,165
20000367,418634,22.61268005,3108.848727,480
20000546,419702,22.58576778,5927.605373,930
20000542,419182,22.58230187,7767.707163,1230
20000676,419411,22.55387349,5283.338386,855
20000392,418569,22.53758392,5259.415518,825
20000260,418087,22.52589717,3885.071363,615
20000588,418965,22.52429482,4130.071157,660
20000381,419382,22.51661938,5440.398057,855
20000337,417354,22.51238933,13327.53269,2115
20000341,417576,22.49740219,13031.70644,2115
20000167,418010,22.48950823,2641.179542,420
20000664,419135,22.45088494,0,0
20000662,418216,22.42217294,4676.378664,735
20000161,417763,22.41686819,3259.501433,510
20000286,417461,22.41616199,2121.205417,330
20000608,419255,22.41424547,13349.69319,2145
20000138,418261,22.41322239,3364.075981,525
20000625,419743,22.40021639,5977.807249,945
20000042,417227,22.39532276,2289.261406,360
20000330,418550,22.37402324,7829.25067,1245
20000472,417289,22.3682191,1651.864592,255
20000273,419039,22.36707931,1354.346135,240
20000042,418816,22.3633642,6203.629363,990
20000104,418005,22.35848209,3823.963933,600
20000431,419291,22.33950018,2620.510832,420
20000488,419051,22.33737163,2048.165848,315
20000541,418841,22.33650696,1944.790892,300
20000186,418448,22.33511963,5498.706042,885
20000649,417304,22.31626136,4754.818637,765
20000611,419674,22.31437704,2271.030692,360
20000085,418600,22.30440296,10512.75521,1680
20000118,419978,22.2991412,7247.028742,1170
20000328,418004,22.28804239,3010.609807,480
20000515,419629,22.28362983,2283.091128,360
20000436,417212,22.28297787,1951.466063,300
20000547,418896,22.26191651,1796.118744,285
20000163,418811,22.25808767,3247.174205,510
20000037,417416,22.25785833,394.977993,60
20000036,419059,22.25373014,3248.874521,510
20000440,419758,22.25199417,2681.113762,420
20000618,417832,22.24861256,2115.342981,330
20000649,417230,22.2472746,1786.07036,285
20000038,419160,22.24663238,1363.081834,225
20000347,418662,22.23895701,2965.916931,465
20000342,418779,22.23595292,3334.475195,525
20000578,417896,22.23168065,1574.495989,240
20000669,419476,22.22314321,27983.99664,4515
20000037,417202,22.19789462,3606.839629,570
20000189,418513,22.19582935,2871.377233,465
20000179,417261,22.18473603,3138.992421,495
20000105,418293,22.16833104,3918.240385,630
20000015,418401,22.16588593,1663.833857,255
20000547,419220,22.1604692,7225.459087,1170
20000254,417834,22.1516912,1475.475378,255
20000557,419333,22.14027422,3479.391535,555
20000342,419100,22.13452007,2366.156525,375
20000136,419435,22.12964536,2025.387837,315
20000675,419337,22.12419781,3870.705782,615
20000393,418231,22.12276541,2213.246823,345
20000484,419209,22.11863361,6456.287395,1035
20000678,418877,22.1129404,3101.616391,495
20000160,418378,22.08802016,10398.99488,1680
20000207,419393,22.08202952,5243.233275,840
20000159,419703,22.07102604,9112.042784,1470
20000367,418938,22.05577185,5141.736591,825
20000109,419499,22.04860868,5283.010936,870
20000015,418543,22.04744732,5689.105606,915
20000187,419172,22.03961498,3033.569978,480
20000384,418731,22.03841912,1855.429167,315
20000152,419065,22.03640894,2708.349691,435
20000364,419780,22.02507369,3663.538987,585
20000409,417738,22.01800809,2556.261121,405
20000448,419594,22.01644009,6413.079467,1035
20000255,418675,21.98368789,3026.080861,480
20000341,417221,21.97021025,1734.586804,285
20000611,418905,21.95033092,1920.51293,300
20000192,418288,21.94475231,3476.178207,555
20000577,418289,21.92998795,2629.116564,420
20000066,417926,21.91885056,5758.799072,930
20000002,419299,21.91301623,1643.10653,255
20000281,417794,21.90619518,3472.432897,555
20000468,418414,21.88082123,7086.743163,1155
20000674,419421,21.88024359,5652.919032,915
20000676,419243,21.85923196,3123.376948,510
20000216,419461,21.85189816,4753.812723,780
20000273,418038,21.84142063,5159.114697,840
20000632,418204,21.83727583,2193.08884,360
20000013,417894,21.82517891,1169.933964,180
20000356,419597,21.81798005,3278.360346,525
20000515,418470,21.81130411,3317.685966,540
20000222,418999,21.80210024,3593.254841,600
20000900,417691,21.80206739,1712.940539,285
20000015,419749,21.79510569,2363.706544,375
20000598,419802,21.79041208,4894.49871,795
20000347,419580,21.78934085,3542.415803,570
20000268,419289,21.77757779,4725.793376,765
20000360,418500,21.7668825,1665.712834,270
20000128,419686,21.75848581,4640.902677,765
20000397,418226,21.75624159,2963.579162,495
20000395,417865,21.74121234,861.8873322,135
20000534,417816,21.74096058,16430.40247,2715
20000612,419143,21.73883032,5806.551787,945
20000389,418707,21.73327048,2887.006851,465
20000286,419381,21.73019294,2923.783565,480
20000546,418056,21.7222669,2060.191834,330
20000041,419531,21.72094107,2349.906188,375
20000129,419037,21.72075046,5346.356126,870
20000198,418243,21.71216898,4344.820952,705
20000370,417619,21.6931207,3053.199782,495
20000005,419942,21.68800815,0,0
20000039,419859,21.68637904,17981.00047,2970
20000342,418949,21.68575759,3153.988129,510
20000068,419284,21.67051639,2439.293816,390
20000027,418771,21.66702383,2879.958896,465
20000319,419886,21.63812723,4236.406033,690
20000247,417549,21.62048176,2973.214097,480
20000084,418547,21.61006048,2511.697328,405
20000267,419723,21.58999435,4661.476969,765
20000468,419642,21.58514996,5042.077457,825
20000331,418458,21.58472927,4580.15475,750
20000695,419846,21.57909027,27319.55015,4545
20000611,417971,21.54818341,1763.505122,285
20000397,419519,21.54590939,12715.0728,2115
20000123,417772,21.53369206,3771.703778,615
20000454,417618,21.53018947,3789.163104,645
20000502,419408,21.52134367,4038.448057,660
20000198,418615,21.50909912,1971.329025,315
20000080,419588,21.49615562,257.1670715,45
20000602,419094,21.49056021,8936.168247,1485
20000011,418196,21.45438009,7574.332275,1275
20000307,418421,21.43598129,6164.60307,1020
20000372,418892,21.43000937,4288.849206,705
20000333,418667,21.40641831,4186.204381,735
20000367,419232,21.37912138,3835.385893,630
20000151,417530,21.37010508,3385.867703,555
20000257,419873,21.35447092,4274.037257,705
20000337,419453,21.34934277,5686.199753,945
20000648,417339,21.34241302,3544.384733,585
20000004,417293,21.33684406,2581.754756,420
20000391,419740,21.33324688,2697.720953,465
20000499,419847,21.31356525,6568.106539,1095
20000021,418115,21.28124369,1848.073215,300
20000255,418957,21.26846305,1495.645147,240
20000672,419347,21.26499056,2786.514192,465
20000151,418031,21.24088603,2301.778907,375
20000075,419545,21.23013429,6361.584246,1065
20000600,417448,21.2168669,4066.210351,675
20000446,417334,21.21549765,1846.766069,300
20000482,418302,21.21339126,6858.151323,1155
20000020,418237,21.18778901,2825.34043,465
20000254,418130,21.15619757,1844.926679,315
20000406,419974,21.14241807,694.1463647,105
20000467,418228,21.13154834,3576.514156,600
20000123,418446,21.12950341,5008.258362,840
20000503,419525,21.11456336,2881.173869,480
20000525,419676,21.10926998,5709.427846,960
20000269,418145,21.0870872,1996.154052,330
20000100,419691,21.08280462,62180.60243,10605
20000201,418973,21.06853353,4741.556527,795
20000488,417241,21.06703287,1402.998816,225
20000344,419335,21.05443758,6435.73584,1110
20000325,419926,21.04044052,2190.082003,360
20000663,419834,21.03598866,7109.59016,1200
20000328,419520,21.02837416,5262.745018,885
20000166,418033,21.02248626,5336.131121,900
20000330,419971,21.02000295,4205.97392,705
20000036,418709,20.960701,1747.50625,285
20000686,419955,20.95324897,3670.000094,615
20000187,417804,20.93898724,2170.21624,360
20000138,419211,20.90884304,7150.689602,1215
20000118,418681,20.8506284,3891.795511,675
20000068,418049,20.83325869,3731.826491,630
20000250,418836,20.82539523,2612.39493,450
20000332,419417,20.81976068,1985.568897,330
20000649,417170,20.80887661,6851.716223,1170
20000398,419589,20.80758627,8933.105388,1530
20000436,417677,20.79541717,5028.098694,855
20000239,418006,20.74917146,1211.625926,210
20000607,419357,20.74906134,4363.46625,750
20000325,418639,20.74304356,1640.735206,270
20000387,419321,20.72131072,3656.852832,630
